name,type,latitude,longitude
Chicago Police Department 18th District,police,41.9031181,-87.6435763
Henry C. Palmisano Park,park,41.8429507,-87.6490828
Acero Cruz School,school,42.0167189,-87.6858653
Giddings Plaza,park,41.9676429,-87.6875572
Lowe Park,park,41.7989412,-87.6410207
Chappell Elementary School,school,41.9754907,-87.6834224
Madison Park,park,41.8030744,-87.5943195
Kenwood Community Park,park,41.8051377,-87.5929309
Ravenswood Manor Park,park,41.9656483,-87.700596
Buffalo Park,park,41.9633096,-87.6982483
Palmer Park,park,41.6908586,-87.6157858
Fernwood Park,park,41.7039843,-87.6391023
Gately Park,park,41.708965,-87.6040605
Jackie Robinson Park,park,41.7007523,-87.6478121
Gano Park,park,41.6803794,-87.6493046
Morgan Field Park,park,41.6819275,-87.6475218
Edward H. White Park,park,41.673215,-87.649923
Cooper Park,park,41.6803649,-87.6553867
West Pullman Park,park,41.6697309,-87.6317016
Ken-Well Park,park,41.9347949,-87.7332722
Frank Wilson Park,park,41.9644064,-87.7595615
Ogden Park,park,41.7750354,-87.656829
Murray Park,park,41.7603266,-87.6679492
Hamilton Park,park,41.7616921,-87.6370249
Vogle Park,park,41.9690018,-87.6818754
Kennedy Park,park,41.6872127,-87.6834788
Avondale Park,park,41.9415751,-87.7148385
Fellger Park,park,41.9398292,-87.6789321
Gross Park,park,41.9691051,-87.6966734
Elston Park,park,41.9444317,-87.7061991
Andersonville Park,park,41.9771393,-87.6692716
Buttercup Park,park,41.9720444,-87.6544567
Printers Row Park,park,41.8733623,-87.6294233
Myrtle Grove,park,41.9928111,-87.8047966
Pleasant Point Park,park,41.9981723,-87.7978014
Monument Park,park,42.0018326,-87.8179857
Olympia Park,park,41.9989894,-87.816039
Chopin Park,park,41.9431827,-87.7629734
Jewel-Osco,supermarket,41.9828025,-87.669169
Trumbull Park,park,41.7063323,-87.5644807
Avalon Park,park,41.7422666,-87.5953353
Jesse Owens Park,park,41.7352488,-87.574461
Bessemer (Henry) Park,park,41.7318565,-87.557749
Bowen High School,school,41.7345761,-87.5569047
Rosenblum Park,park,41.7579394,-87.5791412
Adams Park,park,41.7572237,-87.5986853
Grand Crossing Park,park,41.7549776,-87.6004228
Hayes Park,park,41.7406232,-87.6968698
Dunham Park,park,41.9658236,-87.7843754
Amundsen Park,park,41.9138029,-87.7791103
Galewood Park,park,41.9123298,-87.7686637
Smith Park,park,41.8926594,-87.6904468
Bosley Park,park,41.839031,-87.6536806
Unknown,park,41.8186238,-87.648696
Senka Park,park,41.7915284,-87.7120484
HarvesTime Foods,supermarket,41.9688272,-87.695454
Mariano Park,park,41.90192,-87.6281538
Washington Square,park,41.899265,-87.6305847
Heritage Green Park,park,41.879634,-87.643519
Mary Bartelme Park,park,41.8798044,-87.6502158
Ravenswood Elementary School,school,41.9606517,-87.6712668
City Fresh Market,supermarket,41.9971899,-87.7099821
Mount Greenwood Park,park,41.6876878,-87.7152744
West Chatham Park,park,41.7446271,-87.631646
Ridge Park,park,41.7166369,-87.6681742
Donovan Park,park,41.8281131,-87.6484621
Beverly Park,park,41.7082056,-87.6844229
Sherwood Park,park,41.7900706,-87.6341003
Meyering Park,park,41.7645114,-87.6160419
Brainerd Park,park,41.7277159,-87.6543172
Piotrowski Park,park,41.8349727,-87.7307603
Hoyne Park,park,41.8314871,-87.6783602
Kucinski-Murphy Park,park,41.8329851,-87.6666393
Cermak Fresh Market,supermarket,42.0023999,-87.6795683
Mariano's Fresh Market,supermarket,41.8955164,-87.6783819
Jewel-Osco,supermarket,41.9272693,-87.6744738
Whole Foods Market,supermarket,41.8823842,-87.6468692
Jewel-Osco,supermarket,42.0175211,-87.674666
Whole Foods Market,supermarket,41.9911256,-87.6596784
Jewel-Osco,supermarket,41.8641123,-87.6398861
Local Market Foods,supermarket,41.7648762,-87.5748086
Shop & Save Market,supermarket,41.9960443,-87.788687
Mariano's Fresh Market,supermarket,41.8360479,-87.6635972
Rutherford Sayre Park,park,41.9198028,-87.7969696
Rutherford Sayre Park,park,41.9206379,-87.7978825
Bell Park,park,41.9354287,-87.7962223
Mellin Park,park,41.9832234,-87.669469
Helen C. Peirce School Of International Studies,school,41.9830455,-87.6668471
Sacramento Park,park,41.9458009,-87.7032456
Forest Glen Park,park,41.9774973,-87.754576
Arrigo Park,park,41.871677,-87.659848
Garibaldi Park,park,41.8723411,-87.6653024
Jefferson Playlot Park,park,41.8591307,-87.6421192
Orr Park,park,41.8943321,-87.7279155
Tilton Park,park,41.8855669,-87.7351344
Mason Park,park,41.8839867,-87.7285153
Altgeld Park,park,41.8743887,-87.6925933
Austin Park,park,41.8877062,-87.7712918
Air Force Academy High School,school,41.8278447,-87.6332523
Daniel Hale Williams Elementary School,school,41.8435374,-87.6286298
Thorek Memorial Hospital Andersonville,hospital,41.973141,-87.6710508
Saint Augustine College,school,41.9721611,-87.6630905
Carmen Park,park,41.9749118,-87.6609447
Hickory Park,park,41.970173,-87.6580455
McPherson Elementary School,school,41.9681485,-87.6773491
Rogers Park Montessori School,school,41.9810141,-87.6751227
Korczak Park,park,41.9939349,-87.6888948
Hoard Park,park,41.7637194,-87.5984866
Wolfe Park,park,41.6982334,-87.5431684
Dougherty Park,park,41.7251574,-87.5626204
Calumet Park,park,41.715598,-87.529679
Foster Park,park,41.7412946,-87.6599842
Marshfield Park,park,41.7354592,-87.6648832
"Dr. Martin Luther King, Jr. Park",park,41.7551019,-87.6551114
Harold Washington Elementary School,school,41.7285593,-87.5967556
McDade Classical Elementary School,school,41.7343661,-87.6180389
Burnside Scholastic Academy,school,41.7288396,-87.6082676
Tuley Park,park,41.7301346,-87.6119168
Nat King Cole Park,park,41.7392367,-87.6154197
Micek Park,park,41.7972963,-87.6780305
Davis Square Park,park,41.8131245,-87.6675236
Taylor-Lauridsen Park,park,41.8182819,-87.6430912
Fuller Park,park,41.8114197,-87.6346635
Wagner Park,park,41.8017842,-87.6497988
Wagner Park,park,41.8018082,-87.6481255
Moran Park,park,41.7896276,-87.6544063
Lake Meadows Park,park,41.8375257,-87.6118876
Stephen A. Douglas Monument Park,park,41.8315642,-87.6082173
Dearborn Park,park,41.8709602,-87.6290882
Gladys Park,park,41.8760149,-87.7087739
Horan Park,park,41.875436,-87.7035232
Park No. 489,park,41.878941,-87.6872059
Touhy-Herbert Park,park,41.8793335,-87.679391
Simons Park,park,41.9113958,-87.71541
Beilfuss Park,park,41.912442,-87.723305
Greenebaum Park,park,41.9124955,-87.7339566
Kedvale Park,park,41.9067018,-87.7300863
Unity Park,park,41.8548442,-87.7333603
Franklin Park,park,41.8614743,-87.7323776
Herzl Elementary School,school,41.8615595,-87.7183204
Shedd Park,park,41.8502235,-87.7167808
LeClaire-Hearst Park,park,41.8135302,-87.7508413
Vittum Park,park,41.8029919,-87.7485392
Archer Park,park,41.8040807,-87.7347578
Lawler Park,park,41.776723,-87.7510422
West Lawn Park,park,41.7731344,-87.7286935
Richardson Middle School,school,41.7831767,-87.7265508
Strohacker Park,park,41.794052,-87.7323832
Barnard Park,park,41.7033917,-87.6701507
Crescent Park,park,41.6972806,-87.6775813
Sutherland Elementary School,school,41.7110206,-87.6763256
Graver Park,park,41.7077741,-87.6604522
Ruggles Elementary School,school,41.7520024,-87.6173557
McKay Elementary School,school,41.7672991,-87.6912645
Rainey Park,park,41.7503451,-87.7286495
Adlai E. Stevenson Middle School,school,41.7503142,-87.7309994
Dawes Elementary School,school,41.7454503,-87.7181307
Bogan Park,park,41.7468094,-87.7205614
Dooley Park,park,41.7538141,-87.7078591
Durkin Park,park,41.7393327,-87.7276471
Scottsdale Park,park,41.7416212,-87.7356805
Ada Park,park,41.6884615,-87.6544138
Shoop Elementary School,school,41.6912673,-87.6593673
Blackwelder Park,park,41.6833539,-87.6708266
Euclid Park,park,41.7165482,-87.6376408
Butler Field,park,41.8796294,-87.6191033
Leone Beach Park,park,42.013111,-87.6623622
Veterans Memorial Park,park,41.7181799,-87.5558502
Josephine Bradley Park,park,41.7181023,-87.5637479
Rowan Park,park,41.6857918,-87.5382534
Harold Washington Park,park,41.802614,-87.5834009
Cornell Park,park,41.7960183,-87.5850359
Florence Stout Park,park,41.7966782,-87.6002896
Jane M. Byrne Plaza,park,41.8971705,-87.624553
Seneca Park,park,41.8972013,-87.6223428
Lakefront Park,park,41.901392,-87.6218663
Beehive Park,park,41.7826011,-87.5916761
Bessie Coleman Park,park,41.796439,-87.6035145
Sycamore Park,park,41.801767,-87.5993399
Butternut Playlot Park,park,41.7986599,-87.5970535
Akiba Schechter Jewish Day School,school,41.8003417,-87.5850343
Park No. 529,park,41.9124243,-87.6818282
Elm Park,park,41.8004122,-87.5962702
Unity Park,park,41.9299561,-87.7125946
Kosciuszko Park,park,41.93091,-87.7244983
Jensen Park,park,41.9655713,-87.7210899
Unknown,park,41.7289151,-87.5494357
Julia de Burgos Park,park,41.914004,-87.7045186
Mahalia Jackson Park,park,41.7418957,-87.639086
Mary Richardson Jones Park,park,41.8660853,-87.6289604
Jewel-Osco,supermarket,41.8662555,-87.6262589
Jewel-Osco,supermarket,41.8886923,-87.6450818
Nelson Park,park,41.9371213,-87.7020511
Mariano's Fresh Market,supermarket,41.9423965,-87.6899806
Jewel-Osco,supermarket,41.9435325,-87.690095
Chicago Women's Park and Gardens,park,41.8571868,-87.6215118
Chicago World Language Academy,school,41.8747682,-87.6607628
Chicago Latvian Krisjanis Barons School,school,41.9596948,-87.7914833
Sheridan Park,park,41.8708385,-87.6548101
Groveland Park,park,41.8336575,-87.6102408
Frances Xavier Warde School,school,41.8799749,-87.6443935
Triangle Playlot Park,park,42.0224554,-87.675103
Montgomery Ward Park,park,41.893769,-87.6425221
Dickinson Park,park,41.9557714,-87.7518333
Lerner Park,park,42.0074551,-87.7057354
Yeshiva Ohr Boruch/The Veitzner Cheder,school,42.0055511,-87.7011628
Hanna Sacks Bais Yaakov High School,school,41.9970893,-87.705344
One Stop Foods,supermarket,41.8164276,-87.5981226
H Mart,supermarket,41.8775914,-87.6446994
Joan Dachs Bais Yaakov Hebrew School,school,41.9913854,-87.7102342
Dunbar Park,park,41.8402261,-87.6202766
Farr Field,park,41.8343378,-87.624444
Armour Square Park,park,41.8336544,-87.6340047
Stuart Field,park,41.8388886,-87.6287748
McGuane Park,park,41.8406525,-87.6480012
Jacob Park,park,41.966561,-87.6981105
Sunken Gardens Park,park,41.9633281,-87.695059
"Michael Madigan, Sr. Park",park,41.76991,-87.7389027
Gwendolyn Brooks Park,park,41.8120578,-87.6001918
Rainbow Beach Park,park,41.7565647,-87.5494417
Unknown,school,41.8087289,-87.7307822
Save-A-Lot,supermarket,41.7782664,-87.7341016
Park Number 528,park,41.7773302,-87.7361399
ALDI,supermarket,41.7405874,-87.7404602
Cermak Produce,supermarket,41.9167976,-87.7367113
Walmart Supercenter,supermarket,41.9116616,-87.7428518
Aspira School,school,41.937678,-87.7267895
ALDI,supermarket,41.9286587,-87.7287687
Tony's Fresh Market,supermarket,41.9402909,-87.7426918
Jewel-Osco,supermarket,41.9555482,-87.7449182
Saint Viator Elementary School,school,41.9467713,-87.7310152
ALDI,supermarket,41.9728595,-87.727794
Chicago Police Department 17th District,police,41.9661098,-87.7282877
Jewel-Osco,supermarket,41.9763065,-87.7300672
School For The Young Years,kindergarten,41.9902393,-87.7428329
Chicago International Northtown,school,41.9909131,-87.7274312
Shop & Save Market,supermarket,41.7957003,-87.7591965
Jewel-Osco,supermarket,41.7938929,-87.7702953
Saint Camillus School,school,41.7936246,-87.7554994
ALDI,supermarket,41.8672263,-87.7649486
Loretto Hospital,hospital,41.8721259,-87.7635298
Leamington Foods,supermarket,41.8799196,-87.7639237
Chicago Police Department 15th District Station,police,41.8798723,-87.76883
Hanson Park Elementary School,school,41.9233546,-87.7621239
Dr. Jorge Prieto Math and Science Academy,school,41.9210539,-87.764851
St Stanislaus School,school,41.923075,-87.7604331
Chicago Police Department 25th District Station,police,41.9179936,-87.7650968
Tony's Fresh Market,supermarket,41.9269022,-87.7664439
Grace School,school,41.9301799,-87.7558969
ALDI,supermarket,41.9320154,-87.7666209
Cermak Fresh Market,supermarket,41.9384639,-87.7548928
Carniceria Jimenez,supermarket,41.9389183,-87.7602744
Saint Bartholomew School,school,41.9463499,-87.7502591
Jewel-Osco,supermarket,41.966937,-87.7667178
Chicago Police Department 16th District,police,41.974356,-87.7660672
Happy Foods,supermarket,41.9981132,-87.7630635
Fair Share Foods,supermarket,41.7783359,-87.7821943
Gordon Food Service,supermarket,41.9232644,-87.786334
Jewel-Osco,supermarket,41.9261967,-87.7863763
Carnicerias Guanajuato,supermarket,41.9313435,-87.7778428
ALDI,supermarket,41.9259966,-87.7887422
Kennicott Park,park,41.8139606,-87.5975628
ALDI,supermarket,41.7916497,-87.8007189
Del Rancho Market,supermarket,41.9238984,-87.796159
La Tienda Michoacana,supermarket,41.9385633,-87.7976739
St. Sava Academy,school,41.9830854,-87.8275331
Chicago Police Department O'Hare Station (ALES),police,41.9759248,-87.8840307
Tarkington Elementary School,school,41.7647436,-87.7065081
Willye B. White Park,park,42.0200069,-87.6710049
Pete's Market,supermarket,41.8138353,-87.7224277
ALDI,supermarket,41.8100923,-87.7232671
ALDI,supermarket,41.8382336,-87.7056706
Chicago Police Department 10th District Station,police,41.8564176,-87.7083965
Supermercado La Chiquita,supermarket,41.8432665,-87.724192
Cermak Fresh Market,supermarket,41.8438575,-87.7082575
Supermercado La Chiquita,supermarket,41.8441269,-87.7145942
Carole Roberston Center for Learning,school,41.8530363,-87.7181283
CCA Academy,school,41.8651774,-87.7247895
Freshway Market,supermarket,41.867683,-87.7072349
Homan Square,police,41.8684508,-87.7093968
Save-A-Lot,supermarket,41.8746061,-87.726276
Henry Ford Academy: Power House High,school,41.8691865,-87.7099972
Chicago Police Department 11th District,police,41.8732633,-87.7053681
Williams-Davis Park,park,41.8203515,-87.599552
Central Park Fresh Market,supermarket,41.9020599,-87.7148806
Rico Fresh Market,supermarket,41.9175587,-87.715579
Armitage Produce,supermarket,41.9176444,-87.7114933
Jehovah School,school,41.9229878,-87.7212586
North Pulaksi Fresh Market,supermarket,41.9102078,-87.7235556
Avondale Elementary School,school,41.9350668,-87.7083368
Unknown,school,41.9256481,-87.7210604
Los Potrillos Food Market,supermarket,41.9394722,-87.7184229
Unknown,supermarket,41.9322224,-87.7198537
Plaza Jiminez,supermarket,41.9248459,-87.7221727
Carniceria Jimenez,supermarket,41.924831,-87.7235502
Logandale Middle School,school,41.9342596,-87.7079954
Tony's Fresh Market,supermarket,41.9242975,-87.7174356
Joong Boo Market,supermarket,41.9417485,-87.7119249
Jewel-Osco,supermarket,41.9450995,-87.7084423
Tony's Fresh Market,supermarket,41.9560252,-87.7220949
Cermak Fresh Market,supermarket,41.9585285,-87.7085101
Stars & Stripes Park,park,41.7991449,-87.7976521
Churchill Field Park,park,41.914464,-87.6769553
Challenger Park,park,41.9598261,-87.6570802
Rio Valley Market,supermarket,41.7786616,-87.7061374
Pete's Market,supermarket,41.7888604,-87.7037651
La Gloria Supermarket,supermarket,41.8183566,-87.7040387
Supermercado El Guero,supermarket,41.8199719,-87.6940778
Pete's Market,supermarket,41.853273,-87.6893002
Marion Mahony Griffin Beach Park,park,42.0158941,-87.6626504
Hartigan Beach Park,park,42.0024177,-87.6570814
John Hancock High School,school,41.7749441,-87.7579556
Norwood Circle Park,park,41.989147,-87.8048347
Norwood Park Elementary School,school,41.9889827,-87.8026495
Riverpoint,park,41.8865026,-87.6390407
Edward Kelly Park,park,41.8186266,-87.6928449
John Wilson Park,park,41.831965,-87.6546362
Juniper Park,park,41.9486266,-87.6668224
Harrison Park,park,41.8567858,-87.673507
Woodhull Park,park,41.7618484,-87.5842986
Cosme Park,park,41.7273314,-87.6680247
Block Park,park,41.7061282,-87.6324553
Hurley Park,park,41.7117446,-87.6697599
Kensington Park,park,41.6794414,-87.6150866
Sidney Brown Memorial Park,park,41.7387942,-87.6082588
Miller Park,park,41.8704715,-87.6525424
Wallace Park,park,41.7265414,-87.6388424
LaSalle Language Academy,school,41.9135282,-87.6380539
Lincoln Elementary School,school,41.9243697,-87.6448124
Newberry Elementary Math & Science Academy,school,41.9144417,-87.6465821
Unknown,park,41.9112073,-87.6470633
Claremont Park,park,41.8732459,-87.6854113
Berger Park,park,41.9952886,-87.6549192
Dubkin Park,park,42.0173634,-87.6707059
Back of the Yards Park,park,41.8043781,-87.6582353
Stanton Park,park,41.9056888,-87.6454109
Superior Park,park,41.8946904,-87.6797536
Western Park,park,41.8980055,-87.6865674
Commercial Club Park,park,41.8966337,-87.6736485
Munroe Park,park,41.701763,-87.686653
Almond Park,park,41.6844756,-87.6765006
Lee Park,park,41.735267,-87.714466
Maple Park,park,41.9187752,-87.7099211
Wieboldt Park,park,41.9366426,-87.6729267
